study,trial_name,year,cultivar,location,lat,lon,state,commercial,group,ai,block,sev,yld,rust
6,Meta,2022,M8372,Canarana,-13.5392,-52.1636,MT,Fusão,,METO+TEBU,3,7.9,4519.1,1
6,Meta,2022,M8372,Canarana,-13.5392,-52.1636,MT,Fusão,,METO+TEBU,4,5.6,4048.4,1
7,FundacaoMS,2022,63i64RSF IPRO,Maracaju,-21.6189,-55.1673,MS,Fusão,,METO+TEBU,1,18.0,3760,0
7,FundacaoMS,2022,63i64RSF IPRO,Maracaju,-21.6189,-55.1673,MS,Fusão,,METO+TEBU,2,19.0,3465,0
7,FundacaoMS,2022,63i64RSF IPRO,Maracaju,-21.6189,-55.1673,MS,Fusão,,METO+TEBU,3,13.0,3621,0
7,FundacaoMS,2022,63i64RSF IPRO,Maracaju,-21.6189,-55.1673,MS,Fusão,,METO+TEBU,4,16.0,3472,0
8,FMT_Sapezal,2022,M8210,Sapezal,-12.9894,-58.7645,MT,Fusão,,METO+TEBU,1,13.0,3936,1
8,FMT_Sapezal,2022,M8210,Sapezal,-12.9894,-58.7645,MT,Fusão,,METO+TEBU,2,8.0,4294,1
8,FMT_Sapezal,2022,M8210,Sapezal,-12.9894,-58.7645,MT,Fusão,,METO+TEBU,3,13.0,3873,1
8,FMT_Sapezal,2022,M8210,Sapezal,-12.9894,-58.7645,MT,Fusão,,METO+TEBU,4,15.0,3827,1
9,FMT_NM,2022,M8210,Nova Mutum,-13.8385,-56.0808,MT,Fusão,,METO+TEBU,1,28.0,3064,1
9,FMT_NM,2022,M8210,Nova Mutum,-13.8385,-56.0808,MT,Fusão,,METO+TEBU,2,30.0,3743,1
9,FMT_NM,2022,M8210,Nova Mutum,-13.8385,-56.0808,MT,Fusão,,METO+TEBU,3,32.0,3162,1
9,FMT_NM,2022,M8210,Nova Mutum,-13.8385,-56.0808,MT,Fusão,,METO+TEBU,4,32.0,3218,1
10,CTPA_SMPQ,2022,8579 RSF IPRO,São Miguel do Passa Quatro,-17.057,-48.6573,GO,Fusão,,METO+TEBU,1,12.4,4888,0
10,CTPA_SMPQ,2022,8579 RSF IPRO,São Miguel do Passa Quatro,-17.057,-48.6573,GO,Fusão,,METO+TEBU,2,12.1,4983,0
10,CTPA_SMPQ,2022,8579 RSF IPRO,São Miguel do Passa Quatro,-17.057,-48.6573,GO,Fusão,,METO+TEBU,3,12.7,4799,0
10,CTPA_SMPQ,2022,8579 RSF IPRO,São Miguel do Passa Quatro,-17.057,-48.6573,GO,Fusão,,METO+TEBU,4,12.7,4778,0
11,CTPA_Sil,2022,GA76 IPRO,Silvânia,-16.643,-48.6041,GO,Fusão,,METO+TEBU,1,12.2,4006,
11,CTPA_Sil,2022,GA76 IPRO,Silvânia,-16.643,-48.6041,GO,Fusão,,METO+TEBU,2,12.0,3836,
11,CTPA_Sil,2022,GA76 IPRO,Silvânia,-16.643,-48.6041,GO,Fusão,,METO+TEBU,3,13.1,4724,
11,CTPA_Sil,2022,GA76 IPRO,Silvânia,-16.643,-48.6041,GO,Fusão,,METO+TEBU,4,11.6,4307,
12,Phytus,2022,CD 2728 IPRO,Planaltina,-15.4839,-47.6393,DF,Fusão,,METO+TEBU,1,19.2,4562,0
12,Phytus,2022,CD 2728 IPRO,Planaltina,-15.4839,-47.6393,DF,Fusão,,METO+TEBU,2,18.6,4178,0
12,Phytus,2022,CD 2728 IPRO,Planaltina,-15.4839,-47.6393,DF,Fusão,,METO+TEBU,3,18.6,4562,0
12,Phytus,2022,CD 2728 IPRO,Planaltina,-15.4839,-47.6393,DF,Fusão,,METO+TEBU,4,20.5,3867,0
13,Proteplan_Diamantino,2022,M8210 IPRO,Diamantino,-14.4031,-56.427,MT,Fusão,,METO+TEBU,1,35.0,3879,0
13,Proteplan_Diamantino,2022,M8210 IPRO,Diamantino,-14.4031,-56.427,MT,Fusão,,METO+TEBU,2,35.0,3595,0
13,Proteplan_Diamantino,2022,M8210 IPRO,Diamantino,-14.4031,-56.427,MT,Fusão,,METO+TEBU,3,33.0,3500,0
13,Proteplan_Diamantino,2022,M8210 IPRO,Diamantino,-14.4031,-56.427,MT,Fusão,,METO+TEBU,4,35.0,3263,0
14,Proteplan_Sorriso,2022,M8210 IPRO,Sorriso,-12.5407,-55.7227,MT,Fusão,,METO+TEBU,1,30.0,2756,
14,Proteplan_Sorriso,2022,M8210 IPRO,Sorriso,-12.5407,-55.7227,MT,Fusão,,METO+TEBU,2,28.0,2660,
14,Proteplan_Sorriso,2022,M8210 IPRO,Sorriso,-12.5407,-55.7227,MT,Fusão,,METO+TEBU,3,30.0,3118,
14,Proteplan_Sorriso,2022,M8210 IPRO,Sorriso,-12.5407,-55.7227,MT,Fusão,,METO+TEBU,4,30.0,2609,
15,Fitolab_1,2022,M8210 IPRO,Sorriso,-12.5407,-55.7227,MT,Fusão,,METO+TEBU,1,18.2,3038,
15,Fitolab_1,2022,M8210 IPRO,Sorriso,-12.5407,-55.7227,MT,Fusão,,METO+TEBU,2,16.7,3126,
15,Fitolab_1,2022,M8210 IPRO,Sorriso,-12.5407,-55.7227,MT,Fusão,,METO+TEBU,3,16.0,3005,
15,Fitolab_1,2022,M8210 IPRO,Sorriso,-12.5407,-55.7227,MT,Fusão,,METO+TEBU,4,18.0,3258,
16,Fitolab_2,2022,M8210 IPRO,Sorriso,-12.5407,-55.7227,MT,Fusão,,METO+TEBU,1,23.0,3238,
16,Fitolab_2,2022,M8210 IPRO,Sorriso,-12.5407,-55.7227,MT,Fusão,,METO+TEBU,2,21.0,3026,
16,Fitolab_2,2022,M8210 IPRO,Sorriso,-12.5407,-55.7227,MT,Fusão,,METO+TEBU,3,20.0,3005,
16,Fitolab_2,2022,M8210 IPRO,Sorriso,-12.5407,-55.7227,MT,Fusão,,METO+TEBU,4,23.0,3258,
17,Fitolab_NM,2022,RK 7518 IPARO,Nova Mutum,-13.8385,-56.0808,MT,Fusão,,METO+TEBU,1,26.0,3137,
17,Fitolab_NM,2022,RK 7518 IPARO,Nova Mutum,-13.8385,-56.0808,MT,Fusão,,METO+TEBU,2,24.0,3191,
17,Fitolab_NM,2022,RK 7518 IPARO,Nova Mutum,-13.8385,-56.0808,MT,Fusão,,METO+TEBU,3,24.0,3160,
17,Fitolab_NM,2022,RK 7518 IPARO,Nova Mutum,-13.8385,-56.0808,MT,Fusão,,METO+TEBU,4,24.0,3242,
18,ALX,2022,CZ58B28,Porto Nacional,-10.7075,-48.4143,TO,Fusão,,METO+TEBU,1,40.0,3802,1
18,ALX,2022,CZ58B28,Porto Nacional,-10.7075,-48.4143,TO,Fusão,,METO+TEBU,2,30.0,3399,1
18,ALX,2022,CZ58B28,Porto Nacional,-10.7075,-48.4143,TO,Fusão,,METO+TEBU,3,40.0,3455,1
18,ALX,2022,CZ58B28,Porto Nacional,-10.7075,-48.4143,TO,Fusão,,METO+TEBU,4,30.0,4881,1
1,AgroCarregal,2022,CD 2728 IPRO,Rio Verde,-17.7972,-50.9,GO,GRUMA 5,,DIFE+PROT+MANC,1,6.00,5144,0
1,AgroCarregal,2022,CD 2728 IPRO,Rio Verde,-17.7972,-50.9,GO,GRUMA 5,,DIFE+PROT+MANC,2,5.00,4742,0
1,AgroCarregal,2022,CD 2728 IPRO,Rio Verde,-17.7972,-50.9,GO,GRUMA 5,,DIFE+PROT+MANC,3,5.00,4724,0
1,AgroCarregal,2022,CD 2728 IPRO,Rio Verde,-17.7972,-50.9,GO,GRUMA 5,,DIFE+PROT+MANC,4,5.00,5425,0
2,Assist,2022,RK 7518 IPARO,Campo Verde,-15.5454,-55.1655,MT,GRUMA 5,,DIFE+PROT+MANC,1,3.20,5255,0
2,Assist,2022,RK 7518 IPARO,Campo Verde,-15.5454,-55.1655,MT,GRUMA 5,,DIFE+PROT+MANC,2,3.00,5393,0
2,Assist,2022,RK 7518 IPARO,Campo Verde,-15.5454,-55.1655,MT,GRUMA 5,,DIFE+PROT+MANC,3,3.00,5314,0
2,Assist,2022,RK 7518 IPARO,Campo Verde,-15.5454,-55.1655,MT,GRUMA 5,,DIFE+PROT+MANC,4,3.10,5638,0
3,FRioVerde,2022,M8210 IPRO,Lucas do Rio Verde,-13.0764,-55.9094,MT,GRUMA 5,,DIFE+PROT+MANC,1,9.00,3272,
3,FRioVerde,2022,M8210 IPRO,Lucas do Rio Verde,-13.0764,-55.9094,MT,GRUMA 5,,DIFE+PROT+MANC,2,9.00,3473,
3,FRioVerde,2022,M8210 IPRO,Lucas do Rio Verde,-13.0764,-55.9094,MT,GRUMA 5,,DIFE+PROT+MANC,3,10.00,2874,
3,FRioVerde,2022,M8210 IPRO,Lucas do Rio Verde,-13.0764,-55.9094,MT,GRUMA 5,,DIFE+PROT+MANC,4,9.00,3294,
4,FChapadao,2022,DM 75i76 IPRO,Chapadão do Sul,-18.7789,-52.6165,MS,GRUMA 5,,DIFE+PROT+MANC,1,5.50,5511,
4,FChapadao,2022,DM 75i76 IPRO,Chapadão do Sul,-18.7789,-52.6165,MS,GRUMA 5,,DIFE+PROT+MANC,2,4.00,5377,
4,FChapadao,2022,DM 75i76 IPRO,Chapadão do Sul,-18.7789,-52.6165,MS,GRUMA 5,,DIFE+PROT+MANC,3,6.50,5903,
4,FChapadao,2022,DM 75i76 IPRO,Chapadão do Sul,-18.7789,-52.6165,MS,GRUMA 5,,DIFE+PROT+MANC,4,11.50,5380,
5,Rural,2022,CZ48B32,Querência,-12.57,-52.2132,MT,GRUMA 5,,DIFE+PROT+MANC,1,16.0,4105.3,
5,Rural,2022,CZ48B32,Querência,-12.57,-52.2132,MT,GRUMA 5,,DIFE+PROT+MANC,2,14.0,4698.0,
5,Rural,2022,CZ48B32,Querência,-12.57,-52.2132,MT,GRUMA 5,,DIFE+PROT+MANC,3,16.0,4505.3,
5,Rural,2022,CZ48B32,Querência,-12.57,-52.2132,MT,GRUMA 5,,DIFE+PROT+MANC,4,16.0,4222.1,
6,Meta,2022,M8372,Canarana,-13.5392,-52.1636,MT,GRUMA 5,,DIFE+PROT+MANC,1,4.9,4457.9,1
6,Meta,2022,M8372,Canarana,-13.5392,-52.1636,MT,GRUMA 5,,DIFE+PROT+MANC,2,1.6,4527.2,1
6,Meta,2022,M8372,Canarana,-13.5392,-52.1636,MT,GRUMA 5,,DIFE+PROT+MANC,3,7.1,4456.7,1
6,Meta,2022,M8372,Canarana,-13.5392,-52.1636,MT,GRUMA 5,,DIFE+PROT+MANC,4,4.5,4393.6,1
7,FundacaoMS,2022,63i64RSF IPRO,Maracaju,-21.6189,-55.1673,MS,GRUMA 5,,DIFE+PROT+MANC,1,4.5,3650,0
7,FundacaoMS,2022,63i64RSF IPRO,Maracaju,-21.6189,-55.1673,MS,GRUMA 5,,DIFE+PROT+MANC,2,4.0,3843,0
7,FundacaoMS,2022,63i64RSF IPRO,Maracaju,-21.6189,-55.1673,MS,GRUMA 5,,DIFE+PROT+MANC,3,5.0,3902,0
7,FundacaoMS,2022,63i64RSF IPRO,Maracaju,-21.6189,-55.1673,MS,GRUMA 5,,DIFE+PROT+MANC,4,5.0,3795,0
8,FMT_Sapezal,2022,M8210,Sapezal,-12.9894,-58.7645,MT,GRUMA 5,,DIFE+PROT+MANC,1,6.0,4612,1
8,FMT_Sapezal,2022,M8210,Sapezal,-12.9894,-58.7645,MT,GRUMA 5,,DIFE+PROT+MANC,2,5.0,4730,1
8,FMT_Sapezal,2022,M8210,Sapezal,-12.9894,-58.7645,MT,GRUMA 5,,DIFE+PROT+MANC,3,8.5,4202,1
8,FMT_Sapezal,2022,M8210,Sapezal,-12.9894,-58.7645,MT,GRUMA 5,,DIFE+PROT+MANC,4,8.0,5374,1
9,FMT_NM,2022,M8210,Nova Mutum,-13.8385,-56.0808,MT,GRUMA 5,,DIFE+PROT+MANC,1,14.0,3375,1
9,FMT_NM,2022,M8210,Nova Mutum,-13.8385,-56.0808,MT,GRUMA 5,,DIFE+PROT+MANC,2,15.0,4182,1
9,FMT_NM,2022,M8210,Nova Mutum,-13.8385,-56.0808,MT,GRUMA 5,,DIFE+PROT+MANC,3,15.5,4291,1
9,FMT_NM,2022,M8210,Nova Mutum,-13.8385,-56.0808,MT,GRUMA 5,,DIFE+PROT+MANC,4,16.0,4204,1
10,CTPA_SMPQ,2022,8579 RSF IPRO,São Miguel do Passa Quatro,-17.057,-48.6573,GO,GRUMA 5,,DIFE+PROT+MANC,1,14.6,5015,0
10,CTPA_SMPQ,2022,8579 RSF IPRO,São Miguel do Passa Quatro,-17.057,-48.6573,GO,GRUMA 5,,DIFE+PROT+MANC,2,14.4,5009,0
10,CTPA_SMPQ,2022,8579 RSF IPRO,São Miguel do Passa Quatro,-17.057,-48.6573,GO,GRUMA 5,,DIFE+PROT+MANC,3,14.3,5021,0
10,CTPA_SMPQ,2022,8579 RSF IPRO,São Miguel do Passa Quatro,-17.057,-48.6573,GO,GRUMA 5,,DIFE+PROT+MANC,4,14.6,5010,0
11,CTPA_Sil,2022,GA76 IPRO,Silvânia,-16.643,-48.6041,GO,GRUMA 5,,DIFE+PROT+MANC,1,15.2,3987,
11,CTPA_Sil,2022,GA76 IPRO,Silvânia,-16.643,-48.6041,GO,GRUMA 5,,DIFE+PROT+MANC,2,15.0,3824,
11,CTPA_Sil,2022,GA76 IPRO,Silvânia,-16.643,-48.6041,GO,GRUMA 5,,DIFE+PROT+MANC,3,15.4,4580,
11,CTPA_Sil,2022,GA76 IPRO,Silvânia,-16.643,-48.6041,GO,GRUMA 5,,DIFE+PROT+MANC,4,15.0,4003,
12,Phytus,2022,CD 2728 IPRO,Planaltina,-15.4839,-47.6393,DF,GRUMA 5,,DIFE+PROT+MANC,1,17.3,4980,0
12,Phytus,2022,CD 2728 IPRO,Planaltina,-15.4839,-47.6393,DF,GRUMA 5,,DIFE+PROT+MANC,2,16.6,4918,0
12,Phytus,2022,CD 2728 IPRO,Planaltina,-15.4839,-47.6393,DF,GRUMA 5,,DIFE+PROT+MANC,3,17.3,4435,0
12,Phytus,2022,CD 2728 IPRO,Planaltina,-15.4839,-47.6393,DF,GRUMA 5,,DIFE+PROT+MANC,4,16.0,4332,0
13,Proteplan_Diamantino,2022,M8210 IPRO,Diamantino,-14.4031,-56.427,MT,GRUMA 5,,DIFE+PROT+MANC,1,18.0,3762,0
13,Proteplan_Diamantino,2022,M8210 IPRO,Diamantino,-14.4031,-56.427,MT,GRUMA 5,,DIFE+PROT+MANC,2,18.0,3826,0
13,Proteplan_Diamantino,2022,M8210 IPRO,Diamantino,-14.4031,-56.427,MT,GRUMA 5,,DIFE+PROT+MANC,3,16.0,3639,0
13,Proteplan_Diamantino,2022,M8210 IPRO,Diamantino,-14.4031,-56.427,MT,GRUMA 5,,DIFE+PROT+MANC,4,16.0,3566,0
14,Proteplan_Sorriso,2022,M8210 IPRO,Sorriso,-12.5407,-55.7227,MT,GRUMA 5,,DIFE+PROT+MANC,1,22.0,3253,
14,Proteplan_Sorriso,2022,M8210 IPRO,Sorriso,-12.5407,-55.7227,MT,GRUMA 5,,DIFE+PROT+MANC,2,20.0,3180,
14,Proteplan_Sorriso,2022,M8210 IPRO,Sorriso,-12.5407,-55.7227,MT,GRUMA 5,,DIFE+PROT+MANC,3,23.0,3233,
14,Proteplan_Sorriso,2022,M8210 IPRO,Sorriso,-12.5407,-55.7227,MT,GRUMA 5,,DIFE+PROT+MANC,4,23.0,3118,
15,Fitolab_1,2022,M8210 IPRO,Sorriso,-12.5407,-55.7227,MT,GRUMA 5,,DIFE+PROT+MANC,1,11.4,3497,
15,Fitolab_1,2022,M8210 IPRO,Sorriso,-12.5407,-55.7227,MT,GRUMA 5,,DIFE+PROT+MANC,2,9.9,3476,
15,Fitolab_1,2022,M8210 IPRO,Sorriso,-12.5407,-55.7227,MT,GRUMA 5,,DIFE+PROT+MANC,3,9.1,3684,
15,Fitolab_1,2022,M8210 IPRO,Sorriso,-12.5407,-55.7227,MT,GRUMA 5,,DIFE+PROT+MANC,4,9.9,3666,
16,Fitolab_2,2022,M8210 IPRO,Sorriso,-12.5407,-55.7227,MT,GRUMA 5,,DIFE+PROT+MANC,1,15.0,3497,
16,Fitolab_2,2022,M8210 IPRO,Sorriso,-12.5407,-55.7227,MT,GRUMA 5,,DIFE+PROT+MANC,2,13.0,3476,
16,Fitolab_2,2022,M8210 IPRO,Sorriso,-12.5407,-55.7227,MT,GRUMA 5,,DIFE+PROT+MANC,3,12.0,3684,
16,Fitolab_2,2022,M8210 IPRO,Sorriso,-12.5407,-55.7227,MT,GRUMA 5,,DIFE+PROT+MANC,4,13.0,3566,
17,Fitolab_NM,2022,RK 7518 IPARO,Nova Mutum,-13.8385,-56.0808,MT,GRUMA 5,,DIFE+PROT+MANC,1,14.0,3732,
17,Fitolab_NM,2022,RK 7518 IPARO,Nova Mutum,-13.8385,-56.0808,MT,GRUMA 5,,DIFE+PROT+MANC,2,12.0,4146,
17,Fitolab_NM,2022,RK 7518 IPARO,Nova Mutum,-13.8385,-56.0808,MT,GRUMA 5,,DIFE+PROT+MANC,3,13.0,3661,
17,Fitolab_NM,2022,RK 7518 IPARO,Nova Mutum,-13.8385,-56.0808,MT,GRUMA 5,,DIFE+PROT+MANC,4,12.0,3602,
18,ALX,2022,CZ58B28,Porto Nacional,-10.7075,-48.4143,TO,GRUMA 5,,DIFE+PROT+MANC,1,25.0,3296,1
18,ALX,2022,CZ58B28,Porto Nacional,-10.7075,-48.4143,TO,GRUMA 5,,DIFE+PROT+MANC,2,25.0,4851,1
18,ALX,2022,CZ58B28,Porto Nacional,-10.7075,-48.4143,TO,GRUMA 5,,DIFE+PROT+MANC,3,25.0,5292,1
18,ALX,2022,CZ58B28,Porto Nacional,-10.7075,-48.4143,TO,GRUMA 5,,DIFE+PROT+MANC,4,25.0,4543,1
1,AgroCarregal,2022,CD 2728 IPRO,Rio Verde,-17.7972,-50.9,GO,GRUMA 7,,PICO+PROT+MANC,1,4.30,5183,0
1,AgroCarregal,2022,CD 2728 IPRO,Rio Verde,-17.7972,-50.9,GO,GRUMA 7,,PICO+PROT+MANC,2,4.30,5406,0
1,AgroCarregal,2022,CD 2728 IPRO,Rio Verde,-17.7972,-50.9,GO,GRUMA 7,,PICO+PROT+MANC,3,3.70,4760,0
1,AgroCarregal,2022,CD 2728 IPRO,Rio Verde,-17.7972,-50.9,GO,GRUMA 7,,PICO+PROT+MANC,4,4.30,4733,0
2,Assist,2022,RK 7518 IPARO,Campo Verde,-15.5454,-55.1655,MT,GRUMA 7,,PICO+PROT+MANC,1,4.70,5785,0
2,Assist,2022,RK 7518 IPARO,Campo Verde,-15.5454,-55.1655,MT,GRUMA 7,,PICO+PROT+MANC,2,5.00,5521,0
2,Assist,2022,RK 7518 IPARO,Campo Verde,-15.5454,-55.1655,MT,GRUMA 7,,PICO+PROT+MANC,3,4.50,4877,0
2,Assist,2022,RK 7518 IPARO,Campo Verde,-15.5454,-55.1655,MT,GRUMA 7,,PICO+PROT+MANC,4,4.40,5900,0
3,FRioVerde,2022,M8210 IPRO,Lucas do Rio Verde,-13.0764,-55.9094,MT,GRUMA 7,,PICO+PROT+MANC,1,8.00,2767,
3,FRioVerde,2022,M8210 IPRO,Lucas do Rio Verde,-13.0764,-55.9094,MT,GRUMA 7,,PICO+PROT+MANC,2,8.00,3715,
3,FRioVerde,2022,M8210 IPRO,Lucas do Rio Verde,-13.0764,-55.9094,MT,GRUMA 7,,PICO+PROT+MANC,3,8.00,3274,
3,FRioVerde,2022,M8210 IPRO,Lucas do Rio Verde,-13.0764,-55.9094,MT,GRUMA 7,,PICO+PROT+MANC,4,8.00,3352,
4,FChapadao,2022,DM 75i76 IPRO,Chapadão do Sul,-18.7789,-52.6165,MS,GRUMA 7,,PICO+PROT+MANC,1,2.50,5532,
4,FChapadao,2022,DM 75i76 IPRO,Chapadão do Sul,-18.7789,-52.6165,MS,GRUMA 7,,PICO+PROT+MANC,2,8.00,5958,
4,FChapadao,2022,DM 75i76 IPRO,Chapadão do Sul,-18.7789,-52.6165,MS,GRUMA 7,,PICO+PROT+MANC,3,4.50,5401,
4,FChapadao,2022,DM 75i76 IPRO,Chapadão do Sul,-18.7789,-52.6165,MS,GRUMA 7,,PICO+PROT+MANC,4,3.25,5497,
5,Rural,2022,CZ48B32,Querência,-12.57,-52.2132,MT,GRUMA 7,,PICO+PROT+MANC,1,14.0,4110.2,
5,Rural,2022,CZ48B32,Querência,-12.57,-52.2132,MT,GRUMA 7,,PICO+PROT+MANC,2,15.0,4744.9,
5,Rural,2022,CZ48B32,Querência,-12.57,-52.2132,MT,GRUMA 7,,PICO+PROT+MANC,3,14.0,4593.4,
5,Rural,2022,CZ48B32,Querência,-12.57,-52.2132,MT,GRUMA 7,,PICO+PROT+MANC,4,16.0,4123.5,
6,Meta,2022,M8372,Canarana,-13.5392,-52.1636,MT,GRUMA 7,,PICO+PROT+MANC,1,5.8,5216.8,1
6,Meta,2022,M8372,Canarana,-13.5392,-52.1636,MT,GRUMA 7,,PICO+PROT+MANC,2,3.1,4956.2,1
6,Meta,2022,M8372,Canarana,-13.5392,-52.1636,MT,GRUMA 7,,PICO+PROT+MANC,3,2.0,4815.5,1
6,Meta,2022,M8372,Canarana,-13.5392,-52.1636,MT,GRUMA 7,,PICO+PROT+MANC,4,3.6,4831.5,1
7,FundacaoMS,2022,63i64RSF IPRO,Maracaju,-21.6189,-55.1673,MS,GRUMA 7,,PICO+PROT+MANC,1,4.0,3974,0
7,FundacaoMS,2022,63i64RSF IPRO,Maracaju,-21.6189,-55.1673,MS,GRUMA 7,,PICO+PROT+MANC,2,4.0,3601,0
7,FundacaoMS,2022,63i64RSF IPRO,Maracaju,-21.6189,-55.1673,MS,GRUMA 7,,PICO+PROT+MANC,3,5.5,4174,0
7,FundacaoMS,2022,63i64RSF IPRO,Maracaju,-21.6189,-55.1673,MS,GRUMA 7,,PICO+PROT+MANC,4,4.5,3457,0
8,FMT_Sapezal,2022,M8210,Sapezal,-12.9894,-58.7645,MT,GRUMA 7,,PICO+PROT+MANC,1,6.0,4956,1
8,FMT_Sapezal,2022,M8210,Sapezal,-12.9894,-58.7645,MT,GRUMA 7,,PICO+PROT+MANC,2,5.5,4772,1
8,FMT_Sapezal,2022,M8210,Sapezal,-12.9894,-58.7645,MT,GRUMA 7,,PICO+PROT+MANC,3,6.0,4872,1
8,FMT_Sapezal,2022,M8210,Sapezal,-12.9894,-58.7645,MT,GRUMA 7,,PICO+PROT+MANC,4,8.0,4742,1
9,FMT_NM,2022,M8210,Nova Mutum,-13.8385,-56.0808,MT,GRUMA 7,,PICO+PROT+MANC,1,18.0,3396,1
9,FMT_NM,2022,M8210,Nova Mutum,-13.8385,-56.0808,MT,GRUMA 7,,PICO+PROT+MANC,2,17.5,3770,1
9,FMT_NM,2022,M8210,Nova Mutum,-13.8385,-56.0808,MT,GRUMA 7,,PICO+PROT+MANC,3,18.0,4174,1
9,FMT_NM,2022,M8210,Nova Mutum,-13.8385,-56.0808,MT,GRUMA 7,,PICO+PROT+MANC,4,18.0,4000,1
10,CTPA_SMPQ,2022,8579 RSF IPRO,São Miguel do Passa Quatro,-17.057,-48.6573,GO,GRUMA 7,,PICO+PROT+MANC,1,13.7,4871,0
10,CTPA_SMPQ,2022,8579 RSF IPRO,São Miguel do Passa Quatro,-17.057,-48.6573,GO,GRUMA 7,,PICO+PROT+MANC,2,13.7,4997,0
10,CTPA_SMPQ,2022,8579 RSF IPRO,São Miguel do Passa Quatro,-17.057,-48.6573,GO,GRUMA 7,,PICO+PROT+MANC,3,13.5,4975,0
10,CTPA_SMPQ,2022,8579 RSF IPRO,São Miguel do Passa Quatro,-17.057,-48.6573,GO,GRUMA 7,,PICO+PROT+MANC,4,13.7,4986,0
11,CTPA_Sil,2022,GA76 IPRO,Silvânia,-16.643,-48.6041,GO,GRUMA 7,,PICO+PROT+MANC,1,14.8,4142,
11,CTPA_Sil,2022,GA76 IPRO,Silvânia,-16.643,-48.6041,GO,GRUMA 7,,PICO+PROT+MANC,2,13.7,4680,
11,CTPA_Sil,2022,GA76 IPRO,Silvânia,-16.643,-48.6041,GO,GRUMA 7,,PICO+PROT+MANC,3,14.4,5271,
11,CTPA_Sil,2022,GA76 IPRO,Silvânia,-16.643,-48.6041,GO,GRUMA 7,,PICO+PROT+MANC,4,13.2,5027,
12,Phytus,2022,CD 2728 IPRO,Planaltina,-15.4839,-47.6393,DF,GRUMA 7,,PICO+PROT+MANC,1,17.9,4241,0
12,Phytus,2022,CD 2728 IPRO,Planaltina,-15.4839,-47.6393,DF,GRUMA 7,,PICO+PROT+MANC,2,18.6,4149,0
12,Phytus,2022,CD 2728 IPRO,Planaltina,-15.4839,-47.6393,DF,GRUMA 7,,PICO+PROT+MANC,3,18.6,4221,0
12,Phytus,2022,CD 2728 IPRO,Planaltina,-15.4839,-47.6393,DF,GRUMA 7,,PICO+PROT+MANC,4,17.3,4390,0
13,Proteplan_Diamantino,2022,M8210 IPRO,Diamantino,-14.4031,-56.427,MT,GRUMA 7,,PICO+PROT+MANC,1,20.0,4358,0
13,Proteplan_Diamantino,2022,M8210 IPRO,Diamantino,-14.4031,-56.427,MT,GRUMA 7,,PICO+PROT+MANC,2,23.0,4381,0
13,Proteplan_Diamantino,2022,M8210 IPRO,Diamantino,-14.4031,-56.427,MT,GRUMA 7,,PICO+PROT+MANC,3,23.0,4242,0
13,Proteplan_Diamantino,2022,M8210 IPRO,Diamantino,-14.4031,-56.427,MT,GRUMA 7,,PICO+PROT+MANC,4,20.0,3974,0
14,Proteplan_Sorriso,2022,M8210 IPRO,Sorriso,-12.5407,-55.7227,MT,GRUMA 7,,PICO+PROT+MANC,1,33.0,2520,
14,Proteplan_Sorriso,2022,M8210 IPRO,Sorriso,-12.5407,-55.7227,MT,GRUMA 7,,PICO+PROT+MANC,2,30.0,2825,
14,Proteplan_Sorriso,2022,M8210 IPRO,Sorriso,-12.5407,-55.7227,MT,GRUMA 7,,PICO+PROT+MANC,3,30.0,2950,
14,Proteplan_Sorriso,2022,M8210 IPRO,Sorriso,-12.5407,-55.7227,MT,GRUMA 7,,PICO+PROT+MANC,4,30.0,2667,
15,Fitolab_1,2022,M8210 IPRO,Sorriso,-12.5407,-55.7227,MT,GRUMA 7,,PICO+PROT+MANC,1,12.2,3422,
15,Fitolab_1,2022,M8210 IPRO,Sorriso,-12.5407,-55.7227,MT,GRUMA 7,,PICO+PROT+MANC,2,10.6,3355,
15,Fitolab_1,2022,M8210 IPRO,Sorriso,-12.5407,-55.7227,MT,GRUMA 7,,PICO+PROT+MANC,3,12.2,3289,
15,Fitolab_1,2022,M8210 IPRO,Sorriso,-12.5407,-55.7227,MT,GRUMA 7,,PICO+PROT+MANC,4,11.4,3416,
16,Fitolab_2,2022,M8210 IPRO,Sorriso,-12.5407,-55.7227,MT,GRUMA 7,,PICO+PROT+MANC,1,16.0,3422,
16,Fitolab_2,2022,M8210 IPRO,Sorriso,-12.5407,-55.7227,MT,GRUMA 7,,PICO+PROT+MANC,2,14.0,3355,
16,Fitolab_2,2022,M8210 IPRO,Sorriso,-12.5407,-55.7227,MT,GRUMA 7,,PICO+PROT+MANC,3,16.0,3289,
16,Fitolab_2,2022,M8210 IPRO,Sorriso,-12.5407,-55.7227,MT,GRUMA 7,,PICO+PROT+MANC,4,15.0,3416,
17,Fitolab_NM,2022,RK 7518 IPARO,Nova Mutum,-13.8385,-56.0808,MT,GRUMA 7,,PICO+PROT+MANC,1,15.0,3701,
17,Fitolab_NM,2022,RK 7518 IPARO,Nova Mutum,-13.8385,-56.0808,MT,GRUMA 7,,PICO+PROT+MANC,2,15.0,3503,
17,Fitolab_NM,2022,RK 7518 IPARO,Nova Mutum,-13.8385,-56.0808,MT,GRUMA 7,,PICO+PROT+MANC,3,13.0,3593,
