study,trial_name,year,cultivar,location,lat,lon,state,commercial,group,ai,block,sev,yld,rust
16,NM,2017,TMG 2181 IPRO,Nova Mutum,-13.817,-56.0884,MT,MIL FF 0675/13 + Nimbus  (1 L/ha),Azoxystrobin+triazole+ditiocarbamate,PICOX+TEBU+MANC,1,35.0,4566.4,
16,NM,2017,TMG 2181 IPRO,Nova Mutum,-13.817,-56.0884,MT,MIL FF 0675/13 + Nimbus  (1 L/ha),Azoxystrobin+triazole+ditiocarbamate,PICOX+TEBU+MANC,2,25.0,3838.9,
16,NM,2017,TMG 2181 IPRO,Nova Mutum,-13.817,-56.0884,MT,MIL FF 0675/13 + Nimbus  (1 L/ha),Azoxystrobin+triazole+ditiocarbamate,PICOX+TEBU+MANC,3,30.0,4081.4,
16,NM,2017,TMG 2181 IPRO,Nova Mutum,-13.817,-56.0884,MT,MIL FF 0675/13 + Nimbus  (1 L/ha),Azoxystrobin+triazole+ditiocarbamate,PICOX+TEBU+MANC,4,30.0,4036.8,
17,CTPA,2017,M 9144RR,Doverlândia,-16.7213,-52.3166,GO,MIL FF 0675/13 + Nimbus  (1 L/ha),Azoxystrobin+triazole+ditiocarbamate,PICOX+TEBU+MANC,1,11.1,4611.2,0
17,CTPA,2017,M 9144RR,Doverlândia,-16.7213,-52.3166,GO,MIL FF 0675/13 + Nimbus  (1 L/ha),Azoxystrobin+triazole+ditiocarbamate,PICOX+TEBU+MANC,2,11.2,4787.0,0
17,CTPA,2017,M 9144RR,Doverlândia,-16.7213,-52.3166,GO,MIL FF 0675/13 + Nimbus  (1 L/ha),Azoxystrobin+triazole+ditiocarbamate,PICOX+TEBU+MANC,3,11.2,5194.8,0
17,CTPA,2017,M 9144RR,Doverlândia,-16.7213,-52.3166,GO,MIL FF 0675/13 + Nimbus  (1 L/ha),Azoxystrobin+triazole+ditiocarbamate,PICOX+TEBU+MANC,4,11.1,4980.6,0
18,FEG,2017,8579 RSF IPRO,Uruaçu,-14.5246,-49.1469,GO,MIL FF 0675/13 + Nimbus  (1 L/ha),Azoxystrobin+triazole+ditiocarbamate,PICOX+TEBU+MANC,1,9.5,3631,0
18,FEG,2017,8579 RSF IPRO,Uruaçu,-14.5246,-49.1469,GO,MIL FF 0675/13 + Nimbus  (1 L/ha),Azoxystrobin+triazole+ditiocarbamate,PICOX+TEBU+MANC,2,16.5,3889,0
18,FEG,2017,8579 RSF IPRO,Uruaçu,-14.5246,-49.1469,GO,MIL FF 0675/13 + Nimbus  (1 L/ha),Azoxystrobin+triazole+ditiocarbamate,PICOX+TEBU+MANC,3,16.5,4055,0
18,FEG,2017,8579 RSF IPRO,Uruaçu,-14.5246,-49.1469,GO,MIL FF 0675/13 + Nimbus  (1 L/ha),Azoxystrobin+triazole+ditiocarbamate,PICOX+TEBU+MANC,4,27,2956,0
19,FACEM,2017,M 8473 IPRO,Sorriso,-12.5407,-55.7227,MT,MIL FF 0675/13 + Nimbus  (1 L/ha),Azoxystrobin+triazole+ditiocarbamate,PICOX+TEBU+MANC,1,22,3654,1
19,FACEM,2017,M 8473 IPRO,Sorriso,-12.5407,-55.7227,MT,MIL FF 0675/13 + Nimbus  (1 L/ha),Azoxystrobin+triazole+ditiocarbamate,PICOX+TEBU+MANC,2,20,3724,1
19,FACEM,2017,M 8473 IPRO,Sorriso,-12.5407,-55.7227,MT,MIL FF 0675/13 + Nimbus  (1 L/ha),Azoxystrobin+triazole+ditiocarbamate,PICOX+TEBU+MANC,3,20,3275,1
19,FACEM,2017,M 8473 IPRO,Sorriso,-12.5407,-55.7227,MT,MIL FF 0675/13 + Nimbus  (1 L/ha),Azoxystrobin+triazole+ditiocarbamate,PICOX+TEBU+MANC,4,24,3062,1
1,Embrapa Sinop,2017,M8210 IPRO,Sinop,-11.8544,-55.5103,MT,MIL FF 0675/13 + Nimbus (1 L/ha),Azoxystrobin+triazole+ditiocarbamate,PICOX+TEBU+MANC,1,2,4033,0
1,Embrapa Sinop,2017,M8210 IPRO,Sinop,-11.8544,-55.5103,MT,MIL FF 0675/13 + Nimbus (1 L/ha),Azoxystrobin+triazole+ditiocarbamate,PICOX+TEBU+MANC,2,5,4142,0
1,Embrapa Sinop,2017,M8210 IPRO,Sinop,-11.8544,-55.5103,MT,MIL FF 0675/13 + Nimbus (1 L/ha),Azoxystrobin+triazole+ditiocarbamate,PICOX+TEBU+MANC,3,8,3305,0
1,Embrapa Sinop,2017,M8210 IPRO,Sinop,-11.8544,-55.5103,MT,MIL FF 0675/13 + Nimbus (1 L/ha),Azoxystrobin+triazole+ditiocarbamate,PICOX+TEBU+MANC,4,17,3862,0
1,Embrapa Sinop,2017,M8210 IPRO,Sinop,-11.8544,-55.5103,MT,ORKESTRA SC + Assist,Carboxamide+Strobilurin,FLUX+PYRA,1,7,2879,0
1,Embrapa Sinop,2017,M8210 IPRO,Sinop,-11.8544,-55.5103,MT,ORKESTRA SC + Assist,Carboxamide+Strobilurin,FLUX+PYRA,2,7,3293,0
1,Embrapa Sinop,2017,M8210 IPRO,Sinop,-11.8544,-55.5103,MT,ORKESTRA SC + Assist,Carboxamide+Strobilurin,FLUX+PYRA,3,10,3290,0
1,Embrapa Sinop,2017,M8210 IPRO,Sinop,-11.8544,-55.5103,MT,ORKESTRA SC + Assist,Carboxamide+Strobilurin,FLUX+PYRA,4,5,2608,0
2,AgroCarregal,2017,CD 2728 IPRO,Rio Verde,-17.7928,-50.9196,GO,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,1,9,5350,0
2,AgroCarregal,2017,CD 2728 IPRO,Rio Verde,-17.7928,-50.9196,GO,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,2,10,4930,0
2,AgroCarregal,2017,CD 2728 IPRO,Rio Verde,-17.7928,-50.9196,GO,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,3,9,5290,0
2,AgroCarregal,2017,CD 2728 IPRO,Rio Verde,-17.7928,-50.9196,GO,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,4,12,5486,0
3,Fundação MS_Bonito,2017,BMX Potência RR,Bonito,-21.1282,-56.4879,MS,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,1,4.2,3672,1
3,Fundação MS_Bonito,2017,BMX Potência RR,Bonito,-21.1282,-56.4879,MS,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,2,5.3,3510,1
3,Fundação MS_Bonito,2017,BMX Potência RR,Bonito,-21.1282,-56.4879,MS,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,3,2.9,3846,1
3,Fundação MS_Bonito,2017,BMX Potência RR,Bonito,-21.1282,-56.4879,MS,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,4,3.7,3438,1
3,Fundação MS_Bonito,2017,BMX Potência RR,Bonito,-21.1282,-56.4879,MS,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,5,6.9,3840,1
4,Fundação MS_CG,2017,NA 6700 IPRO,Campo Grande,-20.4649,-54.6218,MS,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,1,1.9,4074,1
4,Fundação MS_CG,2017,NA 6700 IPRO,Campo Grande,-20.4649,-54.6218,MS,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,2,2.5,4254,1
4,Fundação MS_CG,2017,NA 6700 IPRO,Campo Grande,-20.4649,-54.6218,MS,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,3,1.7,4362,1
4,Fundação MS_CG,2017,NA 6700 IPRO,Campo Grande,-20.4649,-54.6218,MS,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,4,1.8,3786,1
4,Fundação MS_CG,2017,NA 6700 IPRO,Campo Grande,-20.4649,-54.6218,MS,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,5,3.6,3936,1
5,Fundação MS Maracaju,2017,NA 5909 RG,Maracaju,-21.6236,-55.1603,MS,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,1,1.2,3564,1
5,Fundação MS Maracaju,2017,NA 5909 RG,Maracaju,-21.6236,-55.1603,MS,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,2,2.5,3630,1
5,Fundação MS Maracaju,2017,NA 5909 RG,Maracaju,-21.6236,-55.1603,MS,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,3,0.5,3312,1
5,Fundação MS Maracaju,2017,NA 5909 RG,Maracaju,-21.6236,-55.1603,MS,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,4,1.0,3858,1
5,Fundação MS Maracaju,2017,NA 5909 RG,Maracaju,-21.6236,-55.1603,MS,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,5,2.2,3714,1
6,Fundação MS Navirai,2017,BMX Potência RR,Naviraí,-23.0622,-54.2018,MS,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,1,2.9,3540.0,1
6,Fundação MS Navirai,2017,BMX Potência RR,Naviraí,-23.0622,-54.2018,MS,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,2,4.4,3498.0,1
6,Fundação MS Navirai,2017,BMX Potência RR,Naviraí,-23.0622,-54.2018,MS,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,3,5.0,3234.0,1
6,Fundação MS Navirai,2017,BMX Potência RR,Naviraí,-23.0622,-54.2018,MS,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,4,3.1,3348.0,1
6,Fundação MS Navirai,2017,BMX Potência RR,Naviraí,-23.0622,-54.2018,MS,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,5,4.3,3300.0,1
7,CNParecis,2017,TMG 803,Campo Novo do Parecis,-13.6638,-57.8886,MT,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,1,3.5,3408,0
7,CNParecis,2017,TMG 803,Campo Novo do Parecis,-13.6638,-57.8886,MT,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,2,4.0,3666,0
7,CNParecis,2017,TMG 803,Campo Novo do Parecis,-13.6638,-57.8886,MT,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,3,4.0,3544,0
7,CNParecis,2017,TMG 803,Campo Novo do Parecis,-13.6638,-57.8886,MT,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,4,4.0,3915,0
8,Deciolandia,2017,TMG 803,Deciolândia,-14.1838,-57.5066,MT,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,1,2.5,3303,0
8,Deciolandia,2017,TMG 803,Deciolândia,-14.1838,-57.5066,MT,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,2,2.8,3632,0
8,Deciolandia,2017,TMG 803,Deciolândia,-14.1838,-57.5066,MT,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,3,2.4,3295,0
8,Deciolandia,2017,TMG 803,Deciolândia,-14.1838,-57.5066,MT,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,4,2.5,3454,0
9,Fundação Chapadão,2017,NA 5909 RG,Chapadão do Sul,-18.796,-52.6196,MS,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,1,0.5,4324,0
9,Fundação Chapadão,2017,NA 5909 RG,Chapadão do Sul,-18.796,-52.6196,MS,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,2,0.0,4422,0
9,Fundação Chapadão,2017,NA 5909 RG,Chapadão do Sul,-18.796,-52.6196,MS,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,3,0.0,4130,0
9,Fundação Chapadão,2017,NA 5909 RG,Chapadão do Sul,-18.796,-52.6196,MS,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,4,0.5,4137,0
10,Fundação Rio Verde,2017,M8210 IPRO,Lucas do Rio Verde,-13.0764,-55.9094,MT,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,1,6.0,3709,0
10,Fundação Rio Verde,2017,M8210 IPRO,Lucas do Rio Verde,-13.0764,-55.9094,MT,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,2,5.0,3701,0
10,Fundação Rio Verde,2017,M8210 IPRO,Lucas do Rio Verde,-13.0764,-55.9094,MT,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,3,6.0,3780,0
10,Fundação Rio Verde,2017,M8210 IPRO,Lucas do Rio Verde,-13.0764,-55.9094,MT,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,4,6.0,3516,0
11,Dalcin,2017,M8210 IPRO,Nova Xavantina,-14.6769,-52.3533,MT,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,1,15.0,2160,1
11,Dalcin,2017,M8210 IPRO,Nova Xavantina,-14.6769,-52.3533,MT,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,2,15.0,2076,1
11,Dalcin,2017,M8210 IPRO,Nova Xavantina,-14.6769,-52.3533,MT,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,3,20.0,2074,1
11,Dalcin,2017,M8210 IPRO,Nova Xavantina,-14.6769,-52.3533,MT,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,4,22.0,2409,1
12,UniRV,2017,TMG 2181 IPRO,Rio Verde,-17.7928,-50.9196,GO,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,1,11.7,4319,0
12,UniRV,2017,TMG 2181 IPRO,Rio Verde,-17.7928,-50.9196,GO,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,2,10.4,4013,0
12,UniRV,2017,TMG 2181 IPRO,Rio Verde,-17.7928,-50.9196,GO,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,3,11.1,3587,0
12,UniRV,2017,TMG 2181 IPRO,Rio Verde,-17.7928,-50.9196,GO,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,4,10.1,4001,0
13,Xingu,2017,TMG 2181 IPRO,Confresa,-10.6569,-51.5704,MT,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,1,17.1,3804,0
13,Xingu,2017,TMG 2181 IPRO,Confresa,-10.6569,-51.5704,MT,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,2,23.2,3322,0
13,Xingu,2017,TMG 2181 IPRO,Confresa,-10.6569,-51.5704,MT,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,3,7.4,3181,0
13,Xingu,2017,TMG 2181 IPRO,Confresa,-10.6569,-51.5704,MT,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,4,6.3,3172,0
14,CNP,2017,TMG 2181 IPRO,Campo Novo do Parecis,-13.6638,-57.8886,MT,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,1,7.0,3473,
14,CNP,2017,TMG 2181 IPRO,Campo Novo do Parecis,-13.6638,-57.8886,MT,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,2,7.0,3740,
14,CNP,2017,TMG 2181 IPRO,Campo Novo do Parecis,-13.6638,-57.8886,MT,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,3,7.0,3825,
14,CNP,2017,TMG 2181 IPRO,Campo Novo do Parecis,-13.6638,-57.8886,MT,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,4,7.0,3900,
15,ITA,2017,TMG 2181 IPRO,Campo Novo do Parecis,-13.6638,-57.8886,MT,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,1,3.0,4594.3,1
15,ITA,2017,TMG 2181 IPRO,Campo Novo do Parecis,-13.6638,-57.8886,MT,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,2,5.0,4378.9,1
15,ITA,2017,TMG 2181 IPRO,Campo Novo do Parecis,-13.6638,-57.8886,MT,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,3,7.0,4398.0,1
15,ITA,2017,TMG 2181 IPRO,Campo Novo do Parecis,-13.6638,-57.8886,MT,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,4,15.0,4185.1,1
16,NM,2017,TMG 2181 IPRO,Nova Mutum,-13.817,-56.0884,MT,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,1,7.0,4402.4,
16,NM,2017,TMG 2181 IPRO,Nova Mutum,-13.817,-56.0884,MT,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,2,10.0,3608.9,
16,NM,2017,TMG 2181 IPRO,Nova Mutum,-13.817,-56.0884,MT,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,3,10.0,4586.0,
16,NM,2017,TMG 2181 IPRO,Nova Mutum,-13.817,-56.0884,MT,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,4,7.0,4025.7,
17,CTPA,2017,M 9144RR,Doverlândia,-16.7213,-52.3166,GO,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,1,9.7,5275.0,0
17,CTPA,2017,M 9144RR,Doverlândia,-16.7213,-52.3166,GO,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,2,9.9,5466.8,0
17,CTPA,2017,M 9144RR,Doverlândia,-16.7213,-52.3166,GO,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,3,10.0,5081.0,0
17,CTPA,2017,M 9144RR,Doverlândia,-16.7213,-52.3166,GO,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,4,10.2,5120.6,0
18,FEG,2017,8579 RSF IPRO,Uruaçu,-14.5246,-49.1469,GO,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,1,9.5,3781,0
18,FEG,2017,8579 RSF IPRO,Uruaçu,-14.5246,-49.1469,GO,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,2,16.5,3697,0
18,FEG,2017,8579 RSF IPRO,Uruaçu,-14.5246,-49.1469,GO,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,3,16.5,3932,0
18,FEG,2017,8579 RSF IPRO,Uruaçu,-14.5246,-49.1469,GO,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,4,16.5,3816,0
19,FACEM,2017,M 8473 IPRO,Sorriso,-12.5407,-55.7227,MT,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,1,8.5,3737,1
19,FACEM,2017,M 8473 IPRO,Sorriso,-12.5407,-55.7227,MT,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,2,8,4143,1
19,FACEM,2017,M 8473 IPRO,Sorriso,-12.5407,-55.7227,MT,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,3,8.5,3799,1
19,FACEM,2017,M 8473 IPRO,Sorriso,-12.5407,-55.7227,MT,ORKESTRA SC + Assist ,Carboxamide+Strobilurin,FLUX+PYRA,4,8,3712,1
1,Embrapa Sinop,2017,M8210 IPRO,Sinop,-11.8544,-55.5103,MT,OXI 0088F,Inorganic copper+Ditiocarbamato,OXI_COBRE+MANC,1,10,3153,0
1,Embrapa Sinop,2017,M8210 IPRO,Sinop,-11.8544,-55.5103,MT,OXI 0088F,Inorganic copper+Ditiocarbamato,OXI_COBRE+MANC,2,5,3598,0
1,Embrapa Sinop,2017,M8210 IPRO,Sinop,-11.8544,-55.5103,MT,OXI 0088F,Inorganic copper+Ditiocarbamato,OXI_COBRE+MANC,3,2,3775,0
1,Embrapa Sinop,2017,M8210 IPRO,Sinop,-11.8544,-55.5103,MT,OXI 0088F,Inorganic copper+Ditiocarbamato,OXI_COBRE+MANC,4,7,3032,0
2,AgroCarregal,2017,CD 2728 IPRO,Rio Verde,-17.7928,-50.9196,GO,OXI 0088F,Inorganic copper+Ditiocarbamato,OXI_COBRE+MANC,1,30,5356,0
2,AgroCarregal,2017,CD 2728 IPRO,Rio Verde,-17.7928,-50.9196,GO,OXI 0088F,Inorganic copper+Ditiocarbamato,OXI_COBRE+MANC,2,30,4688,0
2,AgroCarregal,2017,CD 2728 IPRO,Rio Verde,-17.7928,-50.9196,GO,OXI 0088F,Inorganic copper+Ditiocarbamato,OXI_COBRE+MANC,3,21,4295,0
2,AgroCarregal,2017,CD 2728 IPRO,Rio Verde,-17.7928,-50.9196,GO,OXI 0088F,Inorganic copper+Ditiocarbamato,OXI_COBRE+MANC,4,20,5166,0
3,Fundação MS_Bonito,2017,BMX Potência RR,Bonito,-21.1282,-56.4879,MS,OXI 0088F,Inorganic copper+Ditiocarbamato,OXI_COBRE+MANC,1,6.2,3690,1
3,Fundação MS_Bonito,2017,BMX Potência RR,Bonito,-21.1282,-56.4879,MS,OXI 0088F,Inorganic copper+Ditiocarbamato,OXI_COBRE+MANC,2,5.7,3558,1
3,Fundação MS_Bonito,2017,BMX Potência RR,Bonito,-21.1282,-56.4879,MS,OXI 0088F,Inorganic copper+Ditiocarbamato,OXI_COBRE+MANC,3,9.5,3510,1
3,Fundação MS_Bonito,2017,BMX Potência RR,Bonito,-21.1282,-56.4879,MS,OXI 0088F,Inorganic copper+Ditiocarbamato,OXI_COBRE+MANC,4,8.3,3342,1
3,Fundação MS_Bonito,2017,BMX Potência RR,Bonito,-21.1282,-56.4879,MS,OXI 0088F,Inorganic copper+Ditiocarbamato,OXI_COBRE+MANC,5,6.1,3846,1
4,Fundação MS_CG,2017,NA 6700 IPRO,Campo Grande,-20.4649,-54.6218,MS,OXI 0088F,Inorganic copper+Ditiocarbamato,OXI_COBRE+MANC,1,2.9,3984,1
4,Fundação MS_CG,2017,NA 6700 IPRO,Campo Grande,-20.4649,-54.6218,MS,OXI 0088F,Inorganic copper+Ditiocarbamato,OXI_COBRE+MANC,2,4.0,3960,1
4,Fundação MS_CG,2017,NA 6700 IPRO,Campo Grande,-20.4649,-54.6218,MS,OXI 0088F,Inorganic copper+Ditiocarbamato,OXI_COBRE+MANC,3,3.2,4212,1
4,Fundação MS_CG,2017,NA 6700 IPRO,Campo Grande,-20.4649,-54.6218,MS,OXI 0088F,Inorganic copper+Ditiocarbamato,OXI_COBRE+MANC,4,1.9,4062,1
4,Fundação MS_CG,2017,NA 6700 IPRO,Campo Grande,-20.4649,-54.6218,MS,OXI 0088F,Inorganic copper+Ditiocarbamato,OXI_COBRE+MANC,5,3.1,3888,1
5,Fundação MS Maracaju,2017,NA 5909 RG,Maracaju,-21.6236,-55.1603,MS,OXI 0088F,Inorganic copper+Ditiocarbamato,OXI_COBRE+MANC,1,1.6,3828,1
5,Fundação MS Maracaju,2017,NA 5909 RG,Maracaju,-21.6236,-55.1603,MS,OXI 0088F,Inorganic copper+Ditiocarbamato,OXI_COBRE+MANC,2,1.3,3444,1
5,Fundação MS Maracaju,2017,NA 5909 RG,Maracaju,-21.6236,-55.1603,MS,OXI 0088F,Inorganic copper+Ditiocarbamato,OXI_COBRE+MANC,3,2.1,3618,1
5,Fundação MS Maracaju,2017,NA 5909 RG,Maracaju,-21.6236,-55.1603,MS,OXI 0088F,Inorganic copper+Ditiocarbamato,OXI_COBRE+MANC,4,2.4,3312,1
5,Fundação MS Maracaju,2017,NA 5909 RG,Maracaju,-21.6236,-55.1603,MS,OXI 0088F,Inorganic copper+Ditiocarbamato,OXI_COBRE+MANC,5,1.4,3786,1
6,Fundação MS Navirai,2017,BMX Potência RR,Naviraí,-23.0622,-54.2018,MS,OXI 0088F,Inorganic copper+Ditiocarbamato,OXI_COBRE+MANC,1,7.1,3216.0,1
6,Fundação MS Navirai,2017,BMX Potência RR,Naviraí,-23.0622,-54.2018,MS,OXI 0088F,Inorganic copper+Ditiocarbamato,OXI_COBRE+MANC,2,5.8,3306.0,1
6,Fundação MS Navirai,2017,BMX Potência RR,Naviraí,-23.0622,-54.2018,MS,OXI 0088F,Inorganic copper+Ditiocarbamato,OXI_COBRE+MANC,3,8.7,3168.0,1
6,Fundação MS Navirai,2017,BMX Potência RR,Naviraí,-23.0622,-54.2018,MS,OXI 0088F,Inorganic copper+Ditiocarbamato,OXI_COBRE+MANC,4,9.6,3438.0,1
6,Fundação MS Navirai,2017,BMX Potência RR,Naviraí,-23.0622,-54.2018,MS,OXI 0088F,Inorganic copper+Ditiocarbamato,OXI_COBRE+MANC,5,6.9,3132.0,1
7,CNParecis,2017,TMG 803,Campo Novo do Parecis,-13.6638,-57.8886,MT,OXI 0088F,Inorganic copper+Ditiocarbamato,OXI_COBRE+MANC,1,28.5,3478,0
7,CNParecis,2017,TMG 803,Campo Novo do Parecis,-13.6638,-57.8886,MT,OXI 0088F,Inorganic copper+Ditiocarbamato,OXI_COBRE+MANC,2,28.5,3105,0
7,CNParecis,2017,TMG 803,Campo Novo do Parecis,-13.6638,-57.8886,MT,OXI 0088F,Inorganic copper+Ditiocarbamato,OXI_COBRE+MANC,3,29.5,3267,0
7,CNParecis,2017,TMG 803,Campo Novo do Parecis,-13.6638,-57.8886,MT,OXI 0088F,Inorganic copper+Ditiocarbamato,OXI_COBRE+MANC,4,28.5,3051,0
8,Deciolandia,2017,TMG 803,Deciolândia,-14.1838,-57.5066,MT,OXI 0088F,Inorganic copper+Ditiocarbamato,OXI_COBRE+MANC,1,27.5,3343,0
8,Deciolandia,2017,TMG 803,Deciolândia,-14.1838,-57.5066,MT,OXI 0088F,Inorganic copper+Ditiocarbamato,OXI_COBRE+MANC,2,28.0,3097,0
8,Deciolandia,2017,TMG 803,Deciolândia,-14.1838,-57.5066,MT,OXI 0088F,Inorganic copper+Ditiocarbamato,OXI_COBRE+MANC,3,28.0,3058,0
8,Deciolandia,2017,TMG 803,Deciolândia,-14.1838,-57.5066,MT,OXI 0088F,Inorganic copper+Ditiocarbamato,OXI_COBRE+MANC,4,27.5,3166,0
9,Fundação Chapadão,2017,NA 5909 RG,Chapadão do Sul,-18.796,-52.6196,MS,OXI 0088F,Inorganic copper+Ditiocarbamato,OXI_COBRE+MANC,1,5.0,3823,0
9,Fundação Chapadão,2017,NA 5909 RG,Chapadão do Sul,-18.796,-52.6196,MS,OXI 0088F,Inorganic copper+Ditiocarbamato,OXI_COBRE+MANC,2,7.5,3905,0
9,Fundação Chapadão,2017,NA 5909 RG,Chapadão do Sul,-18.796,-52.6196,MS,OXI 0088F,Inorganic copper+Ditiocarbamato,OXI_COBRE+MANC,3,2.5,4210,0
9,Fundação Chapadão,2017,NA 5909 RG,Chapadão do Sul,-18.796,-52.6196,MS,OXI 0088F,Inorganic copper+Ditiocarbamato,OXI_COBRE+MANC,4,2.5,4407,0
10,Fundação Rio Verde,2017,M8210 IPRO,Lucas do Rio Verde,-13.0764,-55.9094,MT,OXI 0088F,Inorganic copper+Ditiocarbamato,OXI_COBRE+MANC,1,28.0,2931,0
10,Fundação Rio Verde,2017,M8210 IPRO,Lucas do Rio Verde,-13.0764,-55.9094,MT,OXI 0088F,Inorganic copper+Ditiocarbamato,OXI_COBRE+MANC,2,25.0,2867,0
